Order_ID,Customer_ID,Order_Date,Sales_Channel,Payment_Method,Order_Status,Shipping_Method,Promo_Code
O020270,C05946,2024-06-11,Website,Bank Transfer,Completed,Standard,SAVE15
O020271,C01292,2025-01-31,Mobile App,Card,Completed,Standard,NONE
O020272,C04131,2025-04-21,Mobile App,Bank Transfer,Completed,Express,FLASH20
O020273,C04843,2024-09-16,Website,Digital Wallet,Completed,Standard,NONE
O020274,C05298,2025-05-07,Website,Card,Completed,Standard,SAVE15
O020275,C04178,2025-02-08,Marketplace,Digital Wallet,Completed,Standard,NONE
O020276,C05696,2025-12-22,Mobile App,Bank Transfer,Completed,Standard,WELCOME10
O020277,C03210,2024-04-27,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020278,C04738,2025-04-16,Mobile App,Bank Transfer,Completed,Express,NONE
O020279,C04594,2024-11-23,Website,Cash on Delivery,Completed,Express,NONE
O020280,C06479,2024-10-08,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020281,C06412,2024-12-25,Mobile App,Card,Completed,Standard,NONE
O020282,C04778,2024-02-26,Website,Card,Returned,Standard,WELCOME10
O020283,C05880,2024-07-14,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020284,C01079,2025-12-01,Mobile App,Card,Returned,Express,SAVE15
O020285,C01523,2024-08-18,Mobile App,Card,Completed,Standard,FREESHIP
O020286,C03023,2025-06-11,Website,Cash on Delivery,Completed,Standard,NONE
O020287,C01361,2024-12-25,Website,Card,Completed,Same Day,NONE
O020288,C04894,2024-10-17,Website,Bank Transfer,Cancelled,Standard,NONE
O020289,C04660,2025-01-25,Website,Bank Transfer,Completed,Express,NONE
O020290,C01782,2025-01-04,Mobile App,Card,Completed,Standard,NONE
O020291,C00886,2024-04-06,Marketplace,Card,Completed,Express,FLASH20
O020292,C00709,2025-10-30,Website,Bank Transfer,Cancelled,Standard,SAVE15
O020293,C00568,2024-05-03,Website,Digital Wallet,Cancelled,Standard,NONE
O020294,C06147,2025-10-25,Website,Card,Completed,Standard,SAVE15
O020295,C02746,2025-02-06,Mobile App,Card,Completed,Standard,NONE
O020296,C03527,2025-12-05,Website,Cash on Delivery,Completed,Standard,SAVE15
O020297,C06318,2024-07-04,Website,Cash on Delivery,Completed,Standard,NONE
O020298,C05822,2024-07-03,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O020299,C00808,2024-12-15,Website,Digital Wallet,Completed,Standard,NONE
O020300,C01395,2024-10-28,Website,Cash on Delivery,Completed,Standard,FLASH20
O020301,C03113,2024-11-07,Marketplace,Cash on Delivery,Cancelled,Standard,WELCOME10
O020302,C00368,2025-10-14,Marketplace,Cash on Delivery,Completed,Standard,NONE
O020303,C01903,2025-03-17,Mobile App,Cash on Delivery,Completed,Express,FLASH20
O020304,C06456,2024-08-27,Website,Bank Transfer,Completed,Standard,NONE
O020305,C05751,2024-05-29,Website,Cash on Delivery,Completed,Same Day,FLASH20
O020306,C05553,2025-04-06,Website,Card,Completed,Express,FREESHIP
O020307,C05739,2025-08-27,Website,Digital Wallet,Completed,Same Day,FREESHIP
O020308,C02667,2024-05-08,Website,Cash on Delivery,Completed,Standard,FREESHIP
O020309,C02308,2025-12-16,Mobile App,Digital Wallet,Cancelled,Standard,NONE
O020310,C00073,2025-10-23,Mobile App,Bank Transfer,Completed,Same Day,NONE
O020311,C03842,2024-02-04,Marketplace,Cash on Delivery,Completed,Standard,NONE
O020312,C03775,2024-01-22,Mobile App,Card,Completed,Standard,NONE
O020313,C02283,2024-11-24,Website,Card,Completed,Standard,SAVE15
O020314,C05518,2025-11-27,Mobile App,Card,Completed,Standard,NONE
O020315,C03239,2024-06-28,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020316,C00213,2025-08-26,Website,Cash on Delivery,Completed,Standard,FLASH20
O020317,C01183,2024-07-08,Marketplace,Bank Transfer,Completed,Express,NONE
O020318,C05848,2024-03-01,Mobile App,Cash on Delivery,Returned,Standard,FREESHIP
O020319,C00899,2024-09-30,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O020320,C02397,2024-01-20,Website,Cash on Delivery,Completed,Standard,NONE
O020321,C05157,2025-11-11,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O020322,C04975,2024-08-11,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020323,C05787,2025-03-10,Website,Card,Completed,Express,NONE
O020324,C00363,2024-11-20,Website,Card,Completed,Express,NONE
O020325,C00624,2024-07-02,Mobile App,Card,Cancelled,Standard,NONE
O020326,C00349,2024-11-17,Marketplace,Cash on Delivery,Completed,Standard,SAVE15
O020327,C03787,2024-04-19,Website,Digital Wallet,Completed,Standard,NONE
O020328,C02444,2025-12-12,Website,Digital Wallet,Completed,Standard,NONE
O020329,C00588,2024-10-01,Website,Bank Transfer,Completed,Express,NONE
O020330,C04821,2025-01-12,Website,Cash on Delivery,Completed,Standard,WELCOME10
O020331,C05837,2025-12-08,Mobile App,Cash on Delivery,Completed,Express,WELCOME10
O020332,C00552,2025-08-16,Website,Bank Transfer,Completed,Standard,NONE
O020333,C01068,2025-09-28,Mobile App,Card,Cancelled,Standard,NONE
O020334,C05287,2024-01-21,Website,Bank Transfer,Returned,Express,FREESHIP
O020335,C04297,2025-02-22,Website,Card,Cancelled,Standard,NONE
O020336,C02137,2024-10-04,Website,Cash on Delivery,Completed,Standard,NONE
O020337,C00801,2025-11-14,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O020338,C04010,2024-04-01,Website,Card,Completed,Standard,NONE
O020339,C01185,2024-07-16,Website,Digital Wallet,Completed,Standard,NONE
O020340,C02732,2024-01-04,Website,Digital Wallet,Completed,Standard,NONE
O020341,C00244,2024-02-12,Website,Digital Wallet,Completed,Standard,FREESHIP
O020342,C04175,2025-12-21,Marketplace,Card,Completed,Standard,FREESHIP
O020343,C01607,2024-02-28,Mobile App,Bank Transfer,Completed,Standard,NONE
O020344,C04841,2024-03-04,Website,Cash on Delivery,Completed,Standard,NONE
O020345,C00849,2025-04-04,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020346,C02657,2025-11-05,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020347,C04084,2025-09-08,Mobile App,Digital Wallet,Completed,Same Day,SAVE15
O020348,C02636,2025-05-28,Website,Cash on Delivery,Completed,Express,NONE
O020349,C04213,2024-11-16,Marketplace,Card,Completed,Standard,NONE
O020350,C05924,2024-09-25,Website,Card,Completed,Express,NONE
O020351,C04423,2024-01-01,Marketplace,Card,Completed,Express,FLASH20
O020352,C01753,2024-12-26,Website,Cash on Delivery,Completed,Standard,NONE
O020353,C05024,2024-02-28,Mobile App,Digital Wallet,Completed,Same Day,NONE
O020354,C03470,2025-06-25,Website,Cash on Delivery,Cancelled,Standard,NONE
O020355,C06140,2024-09-18,Mobile App,Digital Wallet,Completed,Express,NONE
O020356,C01947,2025-08-02,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020357,C02769,2024-09-07,Website,Card,Completed,Express,SAVE15
O020358,C00437,2024-12-23,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O020359,C02046,2025-06-03,Website,Cash on Delivery,Completed,Standard,NONE
O020360,C01988,2025-11-16,Mobile App,Bank Transfer,Cancelled,Standard,NONE
O020361,C00818,2024-09-21,Website,Card,Completed,Standard,FREESHIP
O020362,C04234,2024-07-29,Website,Cash on Delivery,Completed,Express,NONE
O020363,C03723,2025-09-25,Mobile App,Cash on Delivery,Completed,Express,FREESHIP
O020364,C03035,2025-02-21,Website,Card,Completed,Same Day,NONE
O020365,C06264,2025-04-21,Mobile App,Card,Completed,Standard,NONE
O020366,C06166,2024-05-08,Mobile App,Bank Transfer,Completed,Same Day,FREESHIP
O020367,C05196,2025-12-09,Website,Digital Wallet,Completed,Standard,FREESHIP
O020368,C03138,2024-04-30,Website,Cash on Delivery,Completed,Standard,FREESHIP
O020369,C00103,2025-02-09,Website,Cash on Delivery,Completed,Same Day,NONE
O020370,C01127,2024-12-08,Website,Card,Completed,Express,NONE
O020371,C05120,2025-05-02,Mobile App,Digital Wallet,Completed,Same Day,NONE
O020372,C02756,2025-06-25,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O020373,C04478,2024-12-03,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O020374,C06241,2024-11-28,Mobile App,Digital Wallet,Completed,Standard,NONE
O020375,C01195,2024-09-10,Website,Card,Completed,Standard,SAVE15
O020376,C01599,2024-03-22,Website,Card,Completed,Standard,SAVE15
O020377,C03991,2024-09-12,Website,Digital Wallet,Completed,Standard,NONE
O020378,C00570,2024-04-08,Website,Bank Transfer,Completed,Standard,NONE
O020379,C05728,2024-03-13,Marketplace,Card,Completed,Express,NONE
O020380,C01849,2024-09-12,Marketplace,Card,Completed,Express,FREESHIP
O020381,C00959,2024-04-15,Website,Card,Completed,Standard,NONE
O020382,C02536,2025-02-05,Website,Cash on Delivery,Completed,Standard,NONE
O020383,C04843,2024-02-12,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O020384,C04843,2024-03-01,Mobile App,Digital Wallet,Completed,Same Day,FREESHIP
O020385,C04337,2025-11-04,Website,Bank Transfer,Completed,Standard,NONE
O020386,C03404,2024-02-21,Website,Digital Wallet,Cancelled,Standard,FREESHIP
O020387,C00502,2024-12-13,Website,Bank Transfer,Completed,Standard,WELCOME10
O020388,C01689,2024-11-25,Mobile App,Card,Completed,Standard,SAVE15
O020389,C03514,2024-02-03,Website,Card,Completed,Same Day,NONE
O020390,C03389,2025-02-25,Mobile App,Cash on Delivery,Completed,Express,SAVE15
O020391,C02835,2024-11-06,Mobile App,Card,Completed,Express,FREESHIP
O020392,C04402,2024-10-18,Website,Cash on Delivery,Completed,Standard,NONE
O020393,C04371,2024-10-27,Mobile App,Bank Transfer,Completed,Express,NONE
O020394,C06199,2025-01-01,Mobile App,Card,Completed,Standard,NONE
O020395,C05836,2024-01-07,Mobile App,Bank Transfer,Completed,Express,SAVE15
O020396,C04991,2025-11-03,Website,Digital Wallet,Completed,Standard,FLASH20
O020397,C03577,2024-04-24,Website,Cash on Delivery,Completed,Standard,FREESHIP
O020398,C04236,2025-04-11,Mobile App,Card,Returned,Standard,NONE
O020399,C06063,2024-12-04,Marketplace,Cash on Delivery,Completed,Same Day,WELCOME10
O020400,C02597,2024-06-02,Marketplace,Digital Wallet,Completed,Standard,SAVE15
O020401,C01799,2025-11-02,Website,Digital Wallet,Completed,Express,WELCOME10
O020402,C01395,2025-07-27,Website,Card,Cancelled,Standard,SAVE15
O020403,C01775,2025-02-13,Website,Card,Completed,Express,NONE
O020404,C02584,2025-03-09,Website,Card,Returned,Standard,SAVE15
O020405,C01019,2025-05-31,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O020406,C00994,2024-08-29,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020407,C00899,2024-03-08,Marketplace,Card,Completed,Standard,NONE
O020408,C02832,2025-12-22,Marketplace,Bank Transfer,Completed,Standard,NONE
O020409,C05379,2024-12-28,Website,Card,Completed,Standard,NONE
O020410,C06459,2025-10-14,Mobile App,Digital Wallet,Completed,Standard,NONE
O020411,C00726,2024-07-14,Website,Digital Wallet,Completed,Standard,WELCOME10
O020412,C03000,2025-11-18,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020413,C02575,2025-02-20,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O020414,C00673,2025-03-22,Website,Card,Completed,Standard,NONE
O020415,C04352,2025-07-22,Mobile App,Card,Completed,Express,NONE
O020416,C03815,2025-10-09,Mobile App,Card,Returned,Standard,NONE
O020417,C00536,2025-12-26,Mobile App,Bank Transfer,Completed,Express,NONE
O020418,C04202,2025-12-12,Website,Card,Completed,Express,FREESHIP
O020419,C02422,2025-07-21,Website,Card,Completed,Standard,NONE
O020420,C06110,2025-04-12,Mobile App,Digital Wallet,Completed,Standard,NONE
O020421,C02088,2025-05-19,Website,Cash on Delivery,Completed,Standard,NONE
O020422,C00673,2025-09-07,Mobile App,Cash on Delivery,Cancelled,Standard,FREESHIP
O020423,C05372,2024-06-20,Website,Bank Transfer,Completed,Standard,NONE
O020424,C01483,2024-12-19,Mobile App,Cash on Delivery,Completed,Express,NONE
O020425,C01365,2024-12-22,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020426,C03653,2025-12-15,Website,Digital Wallet,Completed,Standard,NONE
O020427,C00142,2025-11-14,Website,Cash on Delivery,Completed,Standard,NONE
O020428,C00932,2025-04-18,Website,Card,Completed,Standard,NONE
O020429,C03209,2024-12-23,Website,Digital Wallet,Completed,Standard,NONE
O020430,C04063,2024-02-28,Marketplace,Digital Wallet,Completed,Standard,NONE
O020431,C00459,2024-11-22,Mobile App,Digital Wallet,Completed,Standard,NONE
O020432,C06475,2024-11-04,Website,Digital Wallet,Completed,Standard,NONE
O020433,C04074,2025-09-20,Marketplace,Cash on Delivery,Completed,Express,FREESHIP
O020434,C00708,2024-09-09,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O020435,C00209,2025-09-14,Mobile App,Digital Wallet,Returned,Same Day,NONE
O020436,C04332,2025-02-24,Marketplace,Card,Completed,Standard,NONE
O020437,C03693,2024-02-02,Website,Card,Completed,Standard,FLASH20
O020438,C06054,2024-09-21,Website,Bank Transfer,Completed,Standard,NONE
O020439,C03155,2024-08-31,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020440,C04479,2025-11-10,Website,Cash on Delivery,Completed,Standard,NONE
O020441,C05711,2025-03-25,Marketplace,Cash on Delivery,Completed,Express,NONE
O020442,C02021,2025-08-23,Mobile App,Card,Completed,Standard,NONE
O020443,C01766,2025-02-18,Website,Digital Wallet,Completed,Standard,NONE
O020444,C06156,2024-07-07,Website,Cash on Delivery,Completed,Express,WELCOME10
O020445,C01801,2025-02-26,Marketplace,Cash on Delivery,Completed,Standard,NONE
O020446,C04556,2025-08-09,Mobile App,Digital Wallet,Completed,Express,NONE
O020447,C06175,2025-11-02,Website,Digital Wallet,Completed,Express,NONE
O020448,C05211,2024-08-18,Mobile App,Card,Completed,Standard,NONE
O020449,C06020,2024-12-13,Mobile App,Card,Completed,Standard,SAVE15
O020450,C00256,2024-11-22,Mobile App,Bank Transfer,Completed,Standard,FREESHIP
O020451,C02767,2025-07-03,Website,Cash on Delivery,Completed,Express,FREESHIP
O020452,C01831,2025-11-02,Website,Digital Wallet,Cancelled,Standard,NONE
O020453,C03955,2024-12-16,Mobile App,Digital Wallet,Completed,Standard,WELCOME10
O020454,C05541,2025-08-22,Website,Bank Transfer,Completed,Standard,NONE
O020455,C00347,2025-05-13,Mobile App,Digital Wallet,Completed,Standard,NONE
O020456,C03940,2025-05-16,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020457,C01818,2024-05-28,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O020458,C06130,2024-12-07,Website,Cash on Delivery,Completed,Standard,NONE
O020459,C04386,2024-12-06,Mobile App,Card,Completed,Standard,NONE
O020460,C02370,2025-05-14,Website,Cash on Delivery,Completed,Standard,FREESHIP
O020461,C04006,2024-03-07,Mobile App,Bank Transfer,Completed,Standard,NONE
O020462,C02415,2024-12-07,Marketplace,Digital Wallet,Completed,Express,NONE
O020463,C00089,2025-03-03,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O020464,C00716,2025-07-11,Website,Card,Completed,Standard,WELCOME10
O020465,C05979,2025-02-24,Website,Cash on Delivery,Completed,Express,NONE
O020466,C01296,2024-11-17,Website,Cash on Delivery,Completed,Standard,NONE
O020467,C04234,2024-12-08,Mobile App,Card,Cancelled,Standard,NONE
O020468,C00017,2024-05-06,Mobile App,Card,Completed,Standard,NONE
O020469,C02721,2025-05-13,Marketplace,Bank Transfer,Completed,Express,NONE
O020470,C02428,2024-05-02,Mobile App,Cash on Delivery,Completed,Express,NONE
O020471,C03539,2024-03-27,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O020472,C00864,2024-01-18,Website,Cash on Delivery,Returned,Express,WELCOME10
O020473,C01438,2024-04-20,Website,Cash on Delivery,Cancelled,Standard,NONE
O020474,C03122,2025-12-10,Website,Cash on Delivery,Cancelled,Express,WELCOME10
O020475,C06404,2025-11-22,Website,Cash on Delivery,Completed,Standard,NONE
O020476,C05374,2025-03-14,Marketplace,Card,Completed,Standard,SAVE15
O020477,C02894,2024-10-04,Mobile App,Card,Completed,Express,SAVE15
O020478,C00437,2024-07-12,Website,Digital Wallet,Completed,Standard,WELCOME10
O020479,C04647,2025-01-01,Marketplace,Cash on Delivery,Completed,Express,FLASH20
O020480,C02594,2025-01-07,Marketplace,Cash on Delivery,Completed,Standard,NONE
O020481,C05580,2025-08-27,Website,Digital Wallet,Completed,Standard,FLASH20
O020482,C02872,2025-03-06,Mobile App,Digital Wallet,Completed,Standard,NONE
O020483,C03759,2025-11-11,Marketplace,Card,Completed,Standard,NONE
O020484,C00305,2024-12-22,Website,Cash on Delivery,Completed,Standard,NONE
O020485,C03442,2024-08-09,Mobile App,Cash on Delivery,Completed,Express,NONE
O020486,C00501,2024-11-19,Website,Card,Completed,Standard,NONE
O020487,C05508,2025-05-31,Mobile App,Digital Wallet,Completed,Standard,WELCOME10
O020488,C00388,2024-09-01,Mobile App,Digital Wallet,Completed,Standard,WELCOME10
O020489,C01521,2024-10-04,Website,Cash on Delivery,Completed,Standard,FLASH20
O020490,C01522,2024-09-30,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020491,C05946,2024-12-08,Website,Card,Completed,Standard,FLASH20
O020492,C05121,2024-08-06,Mobile App,Card,Completed,Standard,NONE
O020493,C03994,2024-06-05,Mobile App,Card,Completed,Standard,NONE
O020494,C05816,2025-10-06,Website,Cash on Delivery,Completed,Express,NONE
O020495,C02046,2024-05-11,Website,Card,Cancelled,Standard,SAVE15
O020496,C00373,2025-07-31,Mobile App,Digital Wallet,Completed,Standard,NONE
O020497,C03120,2024-03-31,Marketplace,Cash on Delivery,Cancelled,Standard,SAVE15
O020498,C00195,2025-12-05,Mobile App,Card,Completed,Standard,NONE
O020499,C06005,2025-08-23,Website,Digital Wallet,Completed,Express,NONE
O020500,C04959,2025-12-07,Website,Cash on Delivery,Completed,Standard,FLASH20
O020501,C00031,2025-05-06,Website,Digital Wallet,Completed,Standard,NONE
O020502,C05414,2025-10-24,Website,Cash on Delivery,Completed,Standard,NONE
O020503,C06168,2025-10-06,Website,Cash on Delivery,Completed,Standard,NONE
O020504,C06079,2024-11-29,Mobile App,Cash on Delivery,Cancelled,Standard,NONE
O020505,C06106,2025-12-13,Mobile App,Digital Wallet,Returned,Standard,NONE
O020506,C04635,2024-03-19,Mobile App,Card,Completed,Same Day,NONE
O020507,C02072,2024-11-01,Website,Digital Wallet,Completed,Standard,NONE
O020508,C04078,2024-08-27,Website,Cash on Delivery,Completed,Standard,NONE
O020509,C00272,2024-11-07,Mobile App,Cash on Delivery,Completed,Express,NONE
O020510,C04257,2025-05-16,Mobile App,Digital Wallet,Completed,Standard,WELCOME10
O020511,C03534,2025-12-05,Mobile App,Digital Wallet,Completed,Standard,NONE
O020512,C06324,2025-08-09,Mobile App,Card,Completed,Standard,NONE
O020513,C04250,2025-03-31,Website,Digital Wallet,Returned,Express,NONE
O020514,C04893,2025-12-16,Website,Bank Transfer,Completed,Express,FREESHIP
O020515,C05697,2024-11-25,Website,Bank Transfer,Completed,Express,NONE
O020516,C00668,2024-08-14,Website,Cash on Delivery,Completed,Express,NONE
O020517,C02284,2024-09-20,Website,Digital Wallet,Completed,Standard,NONE
O020518,C04583,2024-03-27,Mobile App,Card,Completed,Standard,SAVE15
O020519,C02252,2025-06-12,Website,Card,Completed,Standard,NONE
O020520,C06119,2025-11-10,Website,Digital Wallet,Completed,Standard,NONE
O020521,C01550,2025-02-19,Website,Cash on Delivery,Completed,Standard,NONE
O020522,C06110,2025-12-18,Marketplace,Digital Wallet,Completed,Standard,FREESHIP
O020523,C03039,2024-08-21,Website,Card,Completed,Standard,NONE
O020524,C00570,2025-11-08,Website,Digital Wallet,Completed,Express,FREESHIP
O020525,C01902,2025-02-17,Mobile App,Digital Wallet,Completed,Standard,NONE
O020526,C02007,2025-12-15,Website,Card,Completed,Express,NONE
O020527,C01946,2025-06-20,Website,Digital Wallet,Completed,Standard,FREESHIP
O020528,C02042,2024-04-21,Marketplace,Cash on Delivery,Completed,Standard,NONE
O020529,C04290,2024-12-27,Website,Cash on Delivery,Completed,Express,NONE
O020530,C00048,2024-02-25,Website,Cash on Delivery,Completed,Express,NONE
O020531,C03130,2025-11-20,Mobile App,Card,Completed,Standard,NONE
O020532,C02395,2025-03-22,Mobile App,Cash on Delivery,Completed,Express,SAVE15
O020533,C05943,2024-01-21,Mobile App,Cash on Delivery,Completed,Express,FREESHIP
O020534,C00661,2024-11-27,Mobile App,Bank Transfer,Completed,Standard,SAVE15
O020535,C05883,2025-07-16,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O020536,C04116,2024-12-23,Mobile App,Digital Wallet,Completed,Same Day,FLASH20
O020537,C05169,2024-04-09,Website,Cash on Delivery,Completed,Same Day,NONE
O020538,C03884,2025-08-22,Website,Card,Completed,Express,NONE
O020539,C01739,2024-05-11,Website,Cash on Delivery,Returned,Express,NONE
O020540,C01369,2024-09-08,Marketplace,Cash on Delivery,Completed,Express,NONE
O020541,C00731,2024-07-20,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020542,C01688,2025-09-08,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020543,C04890,2025-01-09,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020544,C05679,2025-07-08,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020545,C03205,2024-05-04,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020546,C03214,2025-12-29,Website,Cash on Delivery,Completed,Same Day,SAVE15
O020547,C01699,2025-07-24,Mobile App,Card,Completed,Express,NONE
O020548,C06106,2024-11-24,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O020549,C02972,2025-12-07,Website,Card,Completed,Express,NONE
O020550,C06034,2025-04-07,Website,Cash on Delivery,Completed,Express,SAVE15
O020551,C01862,2025-03-11,Website,Card,Completed,Standard,WELCOME10
O020552,C05027,2025-02-19,Website,Cash on Delivery,Completed,Standard,NONE
O020553,C03030,2024-10-20,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O020554,C03177,2025-08-06,Marketplace,Digital Wallet,Completed,Standard,WELCOME10
O020555,C01868,2024-12-24,Website,Card,Completed,Express,NONE
O020556,C04416,2024-05-18,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020557,C04479,2024-03-25,Mobile App,Card,Completed,Standard,FREESHIP
O020558,C03208,2024-11-02,Mobile App,Digital Wallet,Completed,Standard,NONE
O020559,C06310,2024-04-29,Website,Cash on Delivery,Completed,Same Day,NONE
O020560,C02218,2025-04-19,Website,Cash on Delivery,Completed,Standard,NONE
O020561,C02585,2024-01-27,Mobile App,Cash on Delivery,Completed,Express,SAVE15
O020562,C03932,2024-12-27,Mobile App,Cash on Delivery,Returned,Standard,NONE
O020563,C05986,2024-11-10,Mobile App,Card,Completed,Standard,NONE
O020564,C02801,2025-07-26,Website,Digital Wallet,Completed,Express,NONE
O020565,C05869,2024-01-21,Website,Cash on Delivery,Completed,Express,FREESHIP
O020566,C03946,2025-01-13,Mobile App,Card,Completed,Standard,NONE
O020567,C00449,2024-05-04,Marketplace,Digital wallet ,Completed,Standard,FREESHIP
O020568,C03787,2024-11-26,Mobile App,Bank Transfer,Completed,Same Day,NONE
O020569,C02421,2024-05-31,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O020570,C02721,2024-01-02,Mobile App,Digital Wallet,Completed,Standard,FREESHIP
O020571,C01111,2024-11-02,Website,Digital Wallet,Completed,Express,WELCOME10
O020572,C02489,2025-04-05,Website,Card,Completed,Express,SAVE15
O020573,C02841,2024-08-08,Website,Card,Completed,Standard,NONE
O020574,C05058,2024-10-24,Mobile App,Digital Wallet,Cancelled,Express,FREESHIP
O020575,C03493,2024-05-05,Mobile App,Cash on Delivery,Completed,Standard,NONE
O020576,C00661,2024-03-20,Marketplace,Card,Returned,Express,WELCOME10
O020577,C05095,2025-04-24,Mobile App,Digital Wallet,Completed,Express,WELCOME10
O020578,C04181,2024-05-14,Mobile App,Digital Wallet,Completed,Standard,NONE
O020579,C06474,2025-07-27,Mobile App,Digital Wallet,Cancelled,Standard,SAVE15
O020580,C02629,2025-07-10,Marketplace,Cash on Delivery,Completed,Same Day,NONE
O020581,C04372,2025-10-25,Website,Cash on Delivery,Completed,Standard,NONE
O020582,C06219,2025-10-13,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O020583,C06127,2024-11-15,Mobile App,Card,Completed,Standard,WELCOME10
O020584,C05135,2024-08-26,Marketplace,Card,Completed,Standard,NONE
O020585,C05843,2025-11-18,Marketplace,Digital Wallet,Completed,Express,NONE
O020586,C05457,2025-02-06,Marketplace,Card,Completed,Standard,NONE
O020587,C04516,2025-11-26,Website,Cash on Delivery,Completed,Standard,NONE
O020588,C06368,2024-10-10,Mobile App,Card,Completed,Express,FREESHIP
O020589,C05244,2024-02-06,Website,Cash on Delivery,Completed,Express,NONE
O020590,C01438,2025-05-11,Mobile App,Card,Completed,Standard,FREESHIP
O020591,C03141,2024-10-21,Website,Card,Completed,Express,NONE
O020592,C03834,2024-12-13,Website,Card,Completed,Standard,FREESHIP
O020593,C06436,2024-09-08,Website,Cash on Delivery,Completed,Standard,NONE
O020594,C02619,2024-10-30,Website,Card,Completed,Standard,NONE
O020595,C03575,2025-01-07,Marketplace,Bank Transfer,Completed,Standard,SAVE15
O020596,C01761,2025-08-24,Website,Cash on Delivery,Completed,Standard,NONE
O020597,C05739,2024-11-25,Website,Cash on Delivery,Completed,Express,NONE
O020598,C02586,2024-08-22,Marketplace,Cash on Delivery,Completed,Standard,NONE
O020599,C04703,2025-04-03,Website,cash on delivery,Completed,Express,FREESHIP
O020600,C01928,2024-01-26,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O020601,C02579,2024-10-25,Marketplace,Card,Completed,Express,FREESHIP
O020602,C05325,2025-10-03,Website,Card,Completed,Standard,NONE
O020603,C03185,2025-05-14,Website,Card,Completed,Standard,NONE
O020604,C01605,2024-08-15,Mobile App,Bank Transfer,Completed,Standard,SAVE15
O020605,C05637,2024-10-09,Website,Cash on Delivery,Completed,Standard,FLASH20
O020606,C03085,2024-11-26,Marketplace,Card,Completed,Standard,NONE
O020607,C05927,2024-04-14,Website,Card,Completed,Express,NONE
O020608,C03755,2025-08-20,Website,Cash on Delivery,Completed,Express,NONE
O020609,C05167,2025-01-23,Website,Cash on Delivery,Cancelled,Standard,NONE
O020610,C02398,2025-10-01,Marketplace,Card,Completed,Express,NONE
O020611,C00209,2024-06-12,Marketplace,Cash on Delivery,Completed,Standard,NONE
O020612,C00587,2025-06-15,Mobile App,Digital Wallet,Completed,Standard,NONE
O020613,C01485,2024-11-20,Website,Card,Completed,Same Day,NONE
O020614,C05580,2024-11-16,Website,Card,Completed,Standard,WELCOME10
O020615,C03223,2025-08-23,Marketplace,Digital Wallet,Completed,Same Day,NONE
O020616,C04242,2025-11-03,Website,Card,Completed,Express,NONE
O020617,C04473,2025-03-27,Website,Digital Wallet,Completed,Express,FREESHIP
O020618,C06103,2024-06-27,Website,Bank Transfer,Completed,Standard,NONE
O020619,C00426,2025-05-26,Website,Card,Completed,Same Day,NONE
O020620,C04620,2025-12-20,Website,Cash on Delivery,Completed,Standard,SAVE15
O020621,C05570,2025-12-13,Marketplace,Card,Completed,Standard,NONE
O020622,C00752,2024-05-02,Mobile App,Digital Wallet,Completed,Express,NONE
O020623,C02551,2025-07-11,Website,Digital Wallet,Completed,Standard,NONE
